table_name,column_name
countrysubref,CSub_Code
countrysubref,C_Code
countrysubref,CountrySub
countrysubref,OtherName
countrysubref,CountrySubType
countrysubref,CountrySubRank
countrysubref,Comments
countrysubref,NorthernLatitude
countrysubref,NorthernLatitudeNS
countrysubref,SouthernLatitude
countrysubref,SouthernLatitudeNS
countrysubref,EasternLongitude
countrysubref,EasternLongitudeEW
countrysubref,WesternLongitude
countrysubref,WesternLongitudeEW
countrysubref,Capital
countrysubref,LatDec
countrysubref,NorthSouth
countrysubref,LongDec
countrysubref,EastWest
countrysubref,PolarBoreal
countrysubref,Temperate
countrysubref,Subtropical
countrysubref,Tropical
countrysubref,AreaCodeInland
countrysubref,AreaCodeMarineI
countrysubref,AreaCodeMarineII
countrysubref,Entered
countrysubref,DateEntered
countrysubref,Modified
countrysubref,DateModified
countrysubref,Expert
countrysubref,DateChecked
countrysubref,TS
