table_name,column_name
synonyms,SynCode
synonyms,SpecCode
synonyms,SynGenus
synonyms,SynSpecies
synonyms,Author
synonyms,Year
synonyms,SynonymsRef
synonyms,TaxonLevel
synonyms,SyncodeValid
synonyms,LastEpithet
synonyms,Comment
synonyms,Etymology
synonyms,Status
synonyms,Valid
synonyms,ValidTax
synonyms,Synonymy
synonyms,SynonymyDetail
synonyms,Combination
synonyms,OriginalPub
synonyms,Misspelling
synonyms,MisspellingDetail
synonyms,NounApposition
synonyms,StatusOrder
synonyms,RankSearch
synonyms,CommentTax
synonyms,GSDOriginal
synonyms,GSDStatus
synonyms,GSDVersionDate
synonyms,GSDExpert
synonyms,CAS_REF_NO
synonyms,CAS_SPC
synonyms,CoL
synonyms,CoL_ID
synonyms,ZooBank_ID
synonyms,ION_ID
synonyms,TSN
synonyms,WoRMS_ID
synonyms,Entered
synonyms,DateEntered
synonyms,Modified
synonyms,DateModified
synonyms,Expert
synonyms,DateChecked
synonyms,TS
