table_name,column_name
faoarref,AreaCode
faoarref,FAO
faoarref,Note
faoarref,Coastline
faoarref,Shelf
faoarref,EEZarea
faoarref,LatDeg
faoarref,LatMin
faoarref,N_S
faoarref,LongDeg
faoarref,LongMin
faoarref,E_W
faoarref,NeighborN
faoarref,NeighborS
faoarref,NeighborW
faoarref,NeighborE
faoarref,NorthernLatitude
faoarref,NorthernLatitudeNS
faoarref,SouthernLatitude
faoarref,SouthernLatitudeNS
faoarref,WesternLongitude
faoarref,WesternLongitudeEW
faoarref,EasternLongitude
faoarref,EasternLongitudeEW
faoarref,FamiliesCount
faoarref,FamiliesNo
faoarref,FamiliesRef
faoarref,SpeciesCount
faoarref,SpeciesNo
faoarref,SpeciesRef
faoarref,FamFisheries
faoarref,SpecFisheries
faoarref,FamAqua
faoarref,SpecAqua
faoarref,FamBait
faoarref,SpecBait
faoarref,FamOrnament
faoarref,SpecOrnament
faoarref,FamSport
faoarref,SpecSport
faoarref,FamHuman
faoarref,SpecHuman
faoarref,FamThreat
faoarref,SpecThreat
faoarref,FamIntro
faoarref,SpecIntro
faoarref,FamDanger
faoarref,SpecDanger
faoarref,Complete
faoarref,CompleteRef
faoarref,ContinentGrp
faoarref,Modified
faoarref,TS
