table_name,column_name
speed,autoctr
speed,StockCode
speed,SpecCode
speed,SpeedRefNo
speed,Length
speed,LengthType
speed,SpeedLS
speed,LengthTypeSpeed
speed,Speedms
speed,Mode
speed,DataRef
speed,Reliable
speed,Comment
speed,Entered
speed,DateEntered
speed,Modified
speed,DateModified
speed,Expert
speed,DateChecked
speed,SLa
speed,SLb
speed,TS
