table_name,column_name
refrens,autoctr
refrens,RefNo
refrens,RMSNo
refrens,Author
refrens,Year
refrens,Title
refrens,Source
refrens,SourceUnique
refrens,ShortCitation
refrens,FirstAuthor
refrens,Language
refrens,Complete
refrens,RefType
refrens,Keywords
refrens,Remarks
refrens,CrossRef1
refrens,CrossRef2
refrens,CrossRef3
refrens,CrossRef4
refrens,CrossRef5
refrens,CAS_REF_NO
refrens,Ecology
refrens,Ecotoxicology
refrens,PopDynamics
refrens,Aquaculture
refrens,Brains
refrens,Reproduction
refrens,Migration
refrens,Growth
refrens,Recruitment
refrens,Vision
refrens,Ciguatera
refrens,FryNursery
refrens,Maturity
refrens,Distribution
refrens,Mortality
refrens,FarmingSystem
refrens,Eggs
refrens,Habitats
refrens,LengthWeight
refrens,LengthFreq
refrens,Strains
refrens,Larvae
refrens,Environment
refrens,Stocks
refrens,Genetics
refrens,Spawning
refrens,Abundance
refrens,Catches
refrens,Electrophoresis
refrens,SexRatio
refrens,Activity
refrens,Effort
refrens,Diseases
refrens,Predators
refrens,Behavior
refrens,Management
refrens,Introduction
refrens,Competitors
refrens,Food
refrens,Nomenclature
refrens,Revision
refrens,Physiology
refrens,Morphology
refrens,Otolith
refrens,FoodConsum
refrens,OrigDescr
refrens,Oxygen
refrens,MaxLength
refrens,Diet
refrens,RawData
refrens,Speeds
refrens,MaxWeight
refrens,Longevity
refrens,Keys
refrens,Broodstock
refrens,EggNursery
refrens,LarvalNursery
refrens,Citation
refrens,Team
refrens,Aquarium
refrens,Processing
refrens,Comname
refrens,Pictures
refrens,Tagrecapture
refrens,Conservation
refrens,Checklist
refrens,ISBN
refrens,DOI
refrens,AuthorEmail
refrens,AuthorAdress
refrens,PaperURL
refrens,Used
refrens,Entered
refrens,DateEntered
refrens,Modified
refrens,DateModified
refrens,Expert
refrens,DateChecked
refrens,TS
