table_name,column_name
genedat,autoctr
genedat,StockCode
genedat,SpecCode
genedat,GeneDatRefNo
genedat,Locality
genedat,C_Code
genedat,Trait
genedat,Comment
genedat,MeanTrait
genedat,UnitofTrait
genedat,StandardDeviation
genedat,Heritability
genedat,StandardError
genedat,MethodHeritab
genedat,CommentHeritab
genedat,Selection
genedat,MethodSelection
genedat,Response
genedat,CommentSelection
genedat,Entered
genedat,DateEntered
genedat,Modified
genedat,DateModified
genedat,Expert
genedat,DateChecked
genedat,TS
