table_name,column_name
genetics,AutoCtr
genetics,StockCode
genetics,SpecCode
genetics,GeneticsRefNo
genetics,Locality
genetics,C_Code
genetics,Sex
genetics,Tissues
genetics,ChromosomeNo
genetics,ChromosomeRef
genetics,ChromosomeDip
genetics,ChromosomeDipTemp
genetics,ChromosomeDipMax
genetics,ChromosomeDipRef
genetics,ChromosomeTypeRef
genetics,Metacentric
genetics,SubMetacentric
genetics,Subtelocentric
genetics,Telocentric
genetics,MetaSubmetacentric
genetics,SubteloAcrocentric
genetics,ChromosomeArm
genetics,ChromosomeArmCalc
genetics,ChromosomeArmTemp
genetics,ChromosomeArmRef
genetics,SexMech
genetics,SexmechRef
genetics,DNASequence
genetics,DNASeqRef
genetics,DNAAnalysis
genetics,DNAAnalRef
genetics,GeneticMarker
genetics,GMarkerRef
genetics,DNA
genetics,DNARef
genetics,RemarksRef
genetics,Entered
genetics,DateEntered
genetics,Modified
genetics,DateModified
genetics,Expert
genetics,DateChecked
genetics,Remark
genetics,TS
