"table_name","column_name","type","size","description"
"myersdata","autoctr","Long Integer",4,NA
"myersdata","id","Text",60,NA
"myersdata","RecLag","Double",8,NA
"myersdata","RecYear","Double",8,NA
"myersdata","ssb","Double",8,NA
"myersdata","Rec","Double",8,NA
"myersdata","ssbscaled","Double",8,NA
"myersdata","RecScaled","Double",8,NA
"myersdata","land","Double",8,NA
"myersdata","frpl","Double",8,NA
