table_name,column_name
otoliths,OtolithID
otoliths,OtolithsRefno
otoliths,GenusUsed
otoliths,SpeciesUsed
otoliths,SynCode
otoliths,SpecCode
otoliths,SynCodeValid
otoliths,LengthFish
otoliths,Locality
otoliths,C_Code
otoliths,E_CODE
otoliths,Plate
otoliths,Figure
otoliths,Position
otoliths,Face
otoliths,Type
otoliths,LengthOtolith
otoliths,HeightOtolith
otoliths,FigFileName
otoliths,AuthName
otoliths,fkpoisson
otoliths,fktaxon
