table_name,column_name
isscaap,AutoCtr
isscaap,OrdNum
isscaap,FamCode
isscaap,SpecCode
isscaap,StockCode
isscaap,Syncode
isscaap,Valid
isscaap,Genus
isscaap,Species
isscaap,AggLevel
isscaap,ISSCAAP
isscaap,TaxCode
isscaap,AlphaCode
isscaap,Scientific
isscaap,English
isscaap,French
isscaap,Spanish
isscaap,Arabic
isscaap,Chinese
isscaap,Russian
isscaap,Author
isscaap,Family
isscaap,Order
isscaap,Troph
isscaap,seTroph
isscaap,RefNo
isscaap,RemarkTroph
isscaap,SLmax
isscaap,RefNoSL
isscaap,RemarkSL
isscaap,Reef
isscaap,Pelagic
isscaap,Demersal
isscaap,DeepSea
isscaap,Resilience
isscaap,ResilienceRemark
isscaap,ResilienceVal
isscaap,Stats_data
isscaap,Stats_Catch
isscaap,Stats_Aquaculture
isscaap,FS_Aquatic
isscaap,FS_AquaticSumm
isscaap,FS_Cultured
isscaap,FS_CulturedSumm
isscaap,FIRMS
isscaap,FIRMS_Summ
isscaap,FIGIS_ID
isscaap,CoL_ID
isscaap,DB
isscaap,TS
